camera	target		x	y
DSC00001	1	1875.9176025390625	2452.661376953125
DSC00001	2	1645.02392578125	2186.7626953125
DSC00001	3	1426.652099609375	1936.6170654296875
DSC00001	4	2141.073974609375	2188.751708984375
DSC00001	5	1905.0299072265625	1932.0745849609375
DSC00001	6	1679.5028076171875	1691.7545166015625
DSC00001	7	2404.15234375	1929.288818359375
DSC00001	8	2158.958740234375	1683.6524658203125
DSC00001	9	1928.5084228515625	1452.6822509765625
DSC00001	11	2660.620361328125	1672.658203125
DSC00001	12	2409.84130859375	1438.3743896484375
DSC00001	13	2174.398681640625	1215.58203125
DSC00001	14	2805.030517578125	2055.9814453125
DSC00001	15	2073.7978515625	890.2411499023438
DSC00001	16	1489.350830078125	2708.58447265625
DSC00001	17	1990.7388916015625	2875.870361328125
DSC00001	18	954.677001953125	2067.861328125
DSC00001	19	1832.0076904296875	1116.4779052734375
DSC00001	20	2258.885498046875	2605.769287109375
DSC00001	21	2306.15576171875	771.70068359375
DSC00001	22	2911.274658203125	1307.408203125
DSC00001	23	1718.258544921875	2987.369384765625
DSC00001	24	3158.689208984375	1532.065185546875
DSC00001	25	1342.372802734375	1582.8848876953125
DSC00001	26	1147.317138671875	2318.017578125
DSC00001	27	1103.18310546875	1820.336181640625
DSC00001	28	2527.933837890625	974.8612670898438
DSC00001	29	2537.73974609375	2615.318359375
DSC00001	30	3057.3203125	1793.77587890625
DSC00001	34	2817.046142578125	2619.481201171875
DSC00001	35	2534.82568359375	2922.238525390625
DSC00001	36	2813.1435546875	2327.939208984375
DSC00001	40	2232.552001953125	3199.40380859375
DSC00001	41	3358.042724609375	2059.03271484375
DSC00001	42	3322.69482421875	1790.7711181640625
DSC00001	47	3099.3359375	2330.3828125
DSC00001	48	1972.5706787109375	3158.720703125
DSC00001	49	1775.9237060546875	2059.216552734375
DSC00001	50	1534.38671875	2059.9873046875
DSC00001	51	2033.1209716796875	1805.8916015625
DSC00001	52	2022.193115234375	2058.329345703125
DSC00001	53	1803.4127197265625	1570.9349365234375
DSC00001	54	2534.005859375	1799.7523193359375
DSC00001	55	2292.95849609375	1325.797119140625
DSC00001	56	1759.213134765625	2317.9072265625
DSC00001	57	2041.3980712890625	1566.9755859375
DSC00001	58	2009.418212890625	2320.155517578125
DSC00001	59	2270.969482421875	2059.072509765625
DSC00001	60	1790.5986328125	1809.843994140625
DSC00001	61	2534.728759765625	1551.1435546875
DSC00001	62	1587.3787841796875	1344.0972900390625
DSC00001	63	2051.523193359375	1330.8009033203125
DSC00001	64	2280.54345703125	1801.9029541015625
DSC00001	65	2286.107177734375	1560.282958984375
DSC00001	66	1552.4466552734375	1812.6895751953125
DSC00001	67	2656.8154296875	1201.291259765625
DSC00001	68	2265.573974609375	2323.68212890625
DSC00001	69	2917.06494140625	1543.9443359375
DSC00001	70	1999.9652099609375	2595.880615234375
DSC00001	71	1404.38525390625	2186.347900390625
DSC00001	72	2065.279052734375	1103.2564697265625
DSC00001	73	2536.390625	2320.48388671875
DSC00001	74	2535.055908203125	2058.614501953125
DSC00001	75	2300.760986328125	987.0623168945312
DSC00001	76	2412.139892578125	1208.2021484375
DSC00001	77	1624.6270751953125	2448.684326171875
DSC00001	78	1569.8577880859375	1576.567138671875
DSC00001	79	1380.8421630859375	2442.907958984375
DSC00001	80	2797.882080078125	1796.2796630859375
DSC00001	81	1817.222900390625	1340.760986328125
DSC00001	82	2659.699462890625	1434.4957275390625
DSC00001	83	1734.43408203125	2723.323486328125
DSC00001	84	1318.3489990234375	1817.0093994140625
DSC00001	145	2408.170654296875	1678.5260009765625
DSC00001	151	2246.701416015625	2895.898681640625
DSC00001	153	3074.726806640625	2056.305419921875
DSC00001	157	1662.3734130859375	1934.744873046875
DSC00001	158	2150.376953125	1930.3302001953125
DSC00001	159	1916.1851806640625	1687.215087890625
DSC00001	160	1890.319580078125	2187.735595703125
DSC00001	161	2166.138427734375	1443.3875732421875
DSC00002	1	1517.3076171875	2129.32666015625
DSC00002	2	1440.875	1785.316162109375
DSC00002	3	1368.326171875	1461.120361328125
DSC00002	4	1877.1033935546875	2024.0
DSC00002	5	1791.669921875	1685.3448486328125
DSC00002	6	1707.8287353515625	1366.4373779296875
DSC00002	7	2231.681884765625	1921.039794921875
DSC00002	8	2133.394287109375	1588.078369140625
DSC00002	9	2041.1741943359375	1275.0633544921875
DSC00002	11	2579.45263671875	1817.9842529296875
DSC00002	12	2470.989501953125	1492.34423828125
DSC00002	13	2370.656005859375	1184.6097412109375
DSC00002	14	2523.5595703125	2223.4833984375
DSC00002	15	2437.395751953125	850.335693359375
DSC00002	16	1054.3275146484375	2170.580322265625
DSC00002	17	1416.0247802734375	2556.8779296875
DSC00002	18	889.7698974609375	1351.3304443359375
DSC00002	19	2116.822998046875	933.57861328125
DSC00002	20	1781.3472900390625	2446.5341796875
DSC00002	21	2698.153564453125	857.3223876953125
DSC00002	22	2973.71142578125	1616.717041015625
DSC00002	23	1122.5850830078125	2525.35498046875
DSC00002	24	3083.80859375	1932.1888427734375
DSC00002	25	1463.1143798828125	1109.739990234375
DSC00002	26	939.8472900390625	1663.5614013671875
DSC00002	27	1138.9625244140625	1204.4124755859375
DSC00002	28	2795.656005859375	1141.78125
DSC00002	29	2021.778564453125	2587.6630859375
DSC00002	30	2869.918701171875	2113.28759765625
DSC00002	34	2265.225341796875	2724.609375
DSC00002	35	1872.43994140625	2856.688232421875
DSC00002	36	2401.030029296875	2466.305908203125
DSC00002	40	1473.07373046875	2957.192138671875
DSC00002	41	3007.538818359375	2489.852783203125
DSC00002	42	3104.366455078125	2237.400390625
DSC00002	47	2651.0966796875	2604.789794921875
DSC00002	48	1264.0413818359375	2797.440673828125
DSC00002	49	1617.4088134765625	1735.4737548828125
DSC00002	50	1404.0767822265625	1620.9385986328125
DSC00002	51	1964.426025390625	1635.41064453125
DSC00002	52	1834.252685546875	1852.1170654296875
DSC00002	53	1874.6748046875	1319.425537109375
DSC00002	54	2407.47900390625	1869.0604248046875
DSC00002	55	2421.951416015625	1337.6732177734375
DSC00002	56	1478.821044921875	1955.1763916015625
DSC00002	57	2085.820068359375	1429.419189453125
DSC00002	58	1698.0050048828125	2076.315185546875
DSC00002	59	2052.808349609375	1971.49365234375
DSC00002	60	1749.279052734375	1523.277587890625
DSC00002	61	2526.747314453125	1650.9986572265625
DSC00002	62	1792.7596435546875	1016.665283203125
DSC00002	63	2207.441162109375	1226.756591796875
DSC00002	64	2183.71630859375	1749.96533203125
DSC00002	65	2304.0439453125	1540.4249267578125
DSC00002	66	1538.22705078125	1412.037109375
DSC00002	67	2800.921142578125	1402.2037353515625
DSC00002	68	1921.8114013671875	2201.507080078125
DSC00002	69	2866.1640625	1827.2103271484375
DSC00002	70	1558.2025146484375	2314.4560546875
DSC00002	71	1229.3990478515625	1670.0743408203125
DSC00002	72	2328.086669921875	1033.30224609375
DSC00002	73	2161.17138671875	2327.627685546875
DSC00002	74	2284.960693359375	2096.9619140625
DSC00002	75	2590.580078125	1043.943359375
DSC00002	76	2582.768310546875	1291.218017578125
DSC00002	77	1297.9603271484375	2005.94384765625
DSC00002	78	1666.4234619140625	1212.6866455078125
DSC00002	79	1085.782958984375	1884.8428955078125
