camera	target		x	y
DSC09900	1	1867.309814453125	1847.3603515625
DSC09900	2	1871.89892578125	1376.3807373046875
DSC09900	3	1876.809326171875	893.2122192382812
DSC09900	4	2336.2509765625	1854.8681640625
DSC09900	5	2349.5146484375	1385.9443359375
DSC09900	6	2358.474365234375	902.41259765625
DSC09900	7	2806.594482421875	1866.96484375
DSC09900	8	2821.873779296875	1395.9697265625
DSC09900	9	2838.40576171875	914.412353515625
DSC09900	11	3275.205810546875	1875.6446533203125
DSC09900	12	3295.21435546875	1406.911376953125
DSC09900	13	3319.38623046875	925.6497802734375
DSC09900	14	3029.547607421875	2333.433837890625
DSC09900	15	3590.983154296875	434.57958984375
DSC09900	16	1296.067138671875	1716.5782470703125
DSC09900	17	1637.1357421875	2303.6591796875
DSC09900	18	1265.846435546875	514.5711059570312
DSC09900	19	3102.6962890625	418.1366271972656
DSC09900	20	2088.148193359375	2313.385009765625
DSC09900	21	3945.21240234375	568.8834228515625
DSC09900	22	3859.83056640625	1775.6605224609375
DSC09900	23	1303.816650390625	2162.57763671875
DSC09900	24	3823.716064453125	2205.798828125
DSC09900	25	2122.2548828125	396.5909118652344
DSC09900	26	1261.4638671875	999.0906372070312
DSC09900	27	1644.95068359375	398.12054443359375
DSC09900	28	3903.916748046875	1049.0045166015625
DSC09900	29	2320.329833984375	2552.87646484375
DSC09900	30	3482.62353515625	2336.408447265625
DSC09900	34	2548.751953125	2779.931884765625
DSC09900	35	2073.78955078125	2780.1279296875
DSC09900	36	2792.820556640625	2556.597412109375
DSC09900	40	1608.1822509765625	2746.309326171875
DSC09900	41	3465.74462890625	2793.39794921875
DSC09900	42	3693.220458984375	2559.34619140625
DSC09900	47	3020.887939453125	2789.5283203125
DSC09900	48	1409.72802734375	2510.6171875
DSC09900	49	2110.68798828125	1381.4873046875
DSC09900	50	1874.3839111328125	1137.055908203125
DSC09900	51	2587.95849609375	1390.3941650390625
DSC09900	52	2343.826904296875	1622.938720703125
DSC09900	53	2598.54052734375	906.591064453125
DSC09900	54	3042.333740234375	1871.19091796875
DSC09900	55	3308.846435546875	1170.7449951171875
DSC09900	56	1869.6080322265625	1613.773193359375
DSC09900	57	2828.91455078125	1156.9249267578125
DSC09900	58	2101.76611328125	1851.9248046875
DSC09900	59	2569.154541015625	1859.450439453125
DSC09900	60	2354.291259765625	1145.564208984375
DSC09900	61	3289.0146484375	1641.8648681640625
DSC09900	62	2614.98681640625	400.3365783691406
DSC09900	63	3082.201416015625	917.8877563476562
